,carat,cut,color,clarity,depth,table,price,x,y,z
38514,0.4,Very Good,G,VVS2,61.1,58,1033,4.73,4.76,2.9
26401,2.01,Premium,H,SI2,63,59,15917,7.93,7.9,4.99
19638,1.26,Ideal,D,VS2,62.5,57,8256,6.9,6.85,4.3
11166,1.07,Premium,D,SI2,62.4,61,4949,6.51,6.48,4.05
32320,0.3,Good,G,VVS1,63.5,57,789,4.24,4.27,2.7
33232,0.39,Premium,F,SI1,60.1,59,823,4.77,4.74,2.86
52848,0.61,Ideal,G,IF,61.7,55,2575,5.44,5.49,3.37
16692,0.36,Premium,J,SI1,61.3,60,421,4.52,4.59,2.79
7048,1.03,Ideal,I,SI2,62.3,59,4162,6.39,6.45,4
36520,0.3,Premium,F,VVS2,61.4,59,945,4.36,4.31,2.66
13535,1.31,Premium,J,SI1,59.4,60,5546,7.12,7.06,4.21
30758,0.25,Ideal,E,VVS2,62.1,57,740,4.07,4.04,2.52
18666,1.54,Premium,I,SI2,61.2,58,7631,7.51,7.43,4.57
28221,0.33,Very Good,G,VS1,59.7,61,666,4.44,4.47,2.66
51117,0.76,Ideal,H,SI1,61.7,56,2338,5.87,5.84,3.61
5184,0.9,Premium,G,SI1,61.3,60,3774,6.17,6.14,3.77
49279,0.54,Premium,G,VVS2,60.5,55,2090,5.28,5.24,3.18
19226,1.01,Premium,E,VS1,62.9,61,7964,6.39,6.33,4
38012,0.42,Very Good,D,VS1,60.6,58,1009,4.87,4.9,2.96
39392,0.55,Ideal,I,SI1,61.4,54,1076,5.3,5.35,3.27
11214,1.11,Premium,H,SI1,61.9,58,4960,6.63,6.59,4.09
32911,0.44,Very Good,E,SI1,62.9,58,810,4.85,4.88,3.06
32789,0.32,Ideal,D,VVS2,60.3,58,804,4.43,4.46,2.68
17358,1.24,Premium,D,SI2,61.4,59,6965,6.91,6.87,4.23
27823,0.34,Premium,D,SI2,59.2,59,650,4.58,4.54,2.7
3281,0.8,Ideal,E,SI1,61.5,58,3362,5.96,6,3.68
6315,0.96,Premium,H,SI1,63,58,4026,6.27,6.23,3.94
42211,0.52,Ideal,D,SI2,62.5,56,1289,5.08,5.12,3.19
43685,0.5,Good,F,VS2,63.8,55,1436,5.03,5.06,3.22
25664,2.03,Ideal,J,VS1,62.5,57,14579,8.14,8.08,5.06
8130,0.9,Premium,H,VS2,61.2,61,4355,6.18,6.08,3.75
47116,0.61,Very Good,D,SI1,58.5,58,1828,5.54,5.64,3.27
19942,1.02,Premium,G,IF,61.8,59,8489,6.41,6.46,3.98
49469,0.47,Ideal,E,VVS2,61.6,56,2113,4.97,5.01,3.07
37030,0.33,Premium,G,VVS2,62.8,57,965,4.47,4.39,2.78
15717,0.36,Premium,G,SI2,60.8,58,608,4.61,4.57,2.79
35302,0.3,Very Good,H,VS2,61.1,61,473,4.31,4.33,2.64
22488,1.54,Very Good,I,VVS2,62.7,57,10518,7.35,7.43,4.63
2123,0.77,Ideal,G,VS1,62.4,54,3121,5.93,5.89,3.69
9622,1.2,Good,J,VS2,64.3,56,4637,6.65,6.57,4.25
26583,2.05,Good,G,SI2,63.7,61,16295,8.03,7.99,5.1
10245,1,Very Good,F,SI2,63.3,60,4749,6.32,6.25,3.98
27777,0.32,Ideal,H,VS2,61.5,56,648,4.4,4.38,2.7
35055,0.47,Ideal,I,VS2,62.1,54,884,4.99,5.03,3.11
28413,0.29,Ideal,E,VVS2,62,55,669,4.25,4.27,2.64
38101,0.36,Ideal,E,VS2,61.2,56,1013,4.62,4.6,2.82
10661,1.2,Very Good,I,SI1,63.1,58,4838,6.72,6.66,4.22
47032,0.57,Ideal,E,VS2,60.4,57,1819,5.4,5.36,3.25
29065,0.4,Good,E,SI1,63.3,56,687,4.68,4.74,2.98
5759,1.01,Premium,F,SI2,63,60,3897,6.35,6.28,3.98
3967,1.03,Ideal,F,I1,61.1,55,3507,6.54,6.51,3.99
1495,0.75,Ideal,G,VS2,60.6,55,2991,5.91,5.93,3.59
53131,0.7,Ideal,H,VVS1,61.7,54,2618,5.72,5.76,3.54
51310,0.31,Good,E,SI1,63.4,55,544,4.32,4.35,2.75
14026,1.06,Ideal,I,VS1,61.1,56,5702,6.59,6.61,4.03
53405,0.76,Very Good,E,SI1,63,59,2668,5.76,5.8,3.64
2494,0.91,Ideal,F,SI2,61.7,55,3196,6.27,6.2,3.85
41636,0.32,Premium,J,VS2,60,61,504,4.49,4.45,2.68
15876,1.62,Premium,H,SI2,63,58,6350,7.47,7.41,4.69
35990,0.42,Very Good,G,VS1,60.6,58,921,4.82,4.95,2.96
14255,1,Premium,D,SI1,60.3,59,5775,6.44,6.47,3.89
28460,0.32,Very Good,G,VVS2,61.5,54,672,4.4,4.42,2.71
39327,0.51,Fair,G,SI1,65.2,55,1071,5.04,5.02,3.28
10226,1.11,Premium,I,VS2,58.3,60,4744,6.84,6.78,3.97
179,0.71,Premium,E,VS2,62.7,58,2776,5.74,5.68,3.58
46345,0.7,Ideal,E,SI1,62.3,56,1758,5.68,5.62,3.52
40908,0.46,Very Good,G,VS1,61.4,59.7,1179,4.94,4.97,3.05
12888,1.05,Premium,H,VS2,62.7,59,5370,6.43,6.49,4.05
47885,0.5,Ideal,F,VVS2,60.7,57,1912,5.12,5.16,3.12
37660,0.42,Premium,F,SI1,62.9,57,992,4.77,4.73,2.99
37169,0.32,Ideal,D,VS2,61.7,54,972,4.43,4.38,2.72
17988,1.14,Premium,F,VS2,62,59,7275,6.71,6.64,4.14
11847,1.05,Ideal,I,VS1,61.5,55,5101,6.56,6.61,4.05
32282,0.26,Very Good,F,VS1,60.5,59,453,4.12,4.18,2.51
9911,1.01,Premium,E,SI2,62.9,59,4688,6.37,6.31,3.99
5768,0.9,Good,F,SI1,62.4,55,3898,6.17,6.21,3.86
18364,0.37,Very Good,F,SI1,62.5,58,616,4.52,4.57,2.84
5605,0.96,Good,F,VS2,63.7,54,3871,6.24,6.19,3.96
11068,0.34,Ideal,E,SI1,62,57,596,4.46,4.48,2.77
20193,1.51,Very Good,I,SI1,62.7,61,8637,7.27,7.33,4.58
8505,1.17,Premium,I,SI2,62.7,57,4423,6.77,6.69,4.22
46235,0.58,Ideal,E,VS2,62,57,1752,5.33,5.35,3.31
2862,0.7,Very Good,F,VVS2,61.6,63,3275,5.65,5.69,3.49
28179,0.41,Ideal,G,SI2,61.9,54,666,4.81,4.78,2.97
890,0.7,Premium,F,VS1,60.8,62,2874,5.71,5.67,3.46
27471,2.08,Very Good,E,SI2,62.4,60,18128,8.13,8.15,5.08
40964,0.46,Good,G,VS1,59.5,61.4,1179,4.95,5,2.96
13828,1.15,Ideal,F,SI2,60.6,58,5635,6.75,6.79,4.1
46627,0.3,Premium,E,SI1,60,60,526,4.36,4.38,2.62
25511,1.72,Premium,F,SI1,62.4,60,14300,7.67,7.62,4.77
25215,2.02,Premium,J,VS2,62,59,13812,8.08,8.06,5
467,0.86,Premium,F,SI2,59.3,62,2818,6.36,6.22,3.73
14609,1.21,Good,H,SI1,63.6,56,5893,6.63,6.68,4.23
25199,2.04,Very Good,H,SI2,63.2,58,13790,8.1,8,5.09
39207,0.63,Ideal,J,SI2,61.4,54,1065,5.54,5.56,3.41
24647,1.52,Premium,F,VS2,62.2,58,12985,7.38,7.29,4.56
52229,0.8,Premium,G,SI2,59.7,62,2484,6.02,5.98,3.58
14674,1,Good,G,VS1,58.6,62,5921,6.5,6.53,3.82
40999,0.6,Ideal,I,SI2,61.9,55,1182,5.43,5.46,3.37
14967,1.01,Ideal,G,VS2,63,57,6027,6.42,6.35,4.02
6802,0.92,Good,H,VS1,62.3,63,4116,6.18,6.3,3.88
2271,0.7,Ideal,F,VS1,61.2,58,3154,5.7,5.73,3.5
49909,0.54,Ideal,F,VVS2,62.1,54,2180,5.24,5.26,3.26
34597,0.27,Very Good,E,VS2,61.3,58,470,4.13,4.16,2.54
52108,0.7,Ideal,G,SI1,60.5,57,2460,5.74,5.79,3.49
22440,1.53,Very Good,H,SI1,61,61,10468,7.4,7.45,4.53
14295,1.01,Premium,G,VS2,62.4,59,5787,6.45,6.41,4.01
22879,1.5,Ideal,H,VS2,62.3,56,10920,7.34,7.29,4.56
50106,0.51,Ideal,F,VVS1,60.9,57,2208,5.16,5.21,3.16
14319,1.32,Premium,J,VS2,60.4,58,5800,7.11,7.14,4.3
21500,1.53,Ideal,G,SI2,62.5,57,9596,7.39,7.32,4.6
18508,1.1,Ideal,G,VS2,61.9,57,7540,6.63,6.57,4.09
35671,0.4,Very Good,E,VS1,63.3,55,909,4.66,4.69,2.96
13166,1.24,Very Good,I,VS1,61.4,63,5444,6.89,6.88,4.23
5022,0.91,Very Good,F,SI2,63.3,54,3746,6.22,6.14,3.91
8496,0.92,Premium,F,SI1,62.1,60,4420,6.22,6.21,3.86
49580,0.83,Fair,H,SI2,65.1,59,2133,5.84,5.81,3.79
51048,0.73,Ideal,H,SI1,62.8,57,2330,5.77,5.72,3.61
45278,0.54,Ideal,D,SI1,60.8,57,1662,5.25,5.31,3.21
20123,1.23,Ideal,H,IF,61.3,57,8585,6.92,6.87,4.23
20451,1.2,Premium,F,VS2,62.1,54,8796,6.77,6.73,4.19
16459,1.23,Premium,H,VS2,60.6,59,6577,6.94,6.89,4.19
7373,0.71,Ideal,D,VVS2,61.6,56,4222,5.69,5.77,3.53
26859,1.5,Premium,F,VS1,60.2,59,16783,7.41,7.37,4.45
44737,0.55,Premium,F,SI1,61.9,59,1617,5.29,5.24,3.26
6666,1.11,Premium,G,SI1,60.9,59,4096,6.69,6.64,4.07
24843,1.53,Good,H,IF,63.1,57,13248,7.25,7.34,4.6
6134,0.91,Ideal,G,SI2,61.6,56,3985,6.24,6.22,3.84
22372,0.31,Very Good,H,VS2,63.1,58,628,4.34,4.31,2.73
30729,0.34,Very Good,F,VS1,61.1,57,739,4.51,4.54,2.76
52697,0.7,Very Good,E,VS2,61.4,57,2553,5.7,5.73,3.51
28273,0.23,Very Good,D,VS2,62.7,58,362,3.86,3.89,2.43
20592,1.52,Premium,D,SI2,60.2,60,8897,7.46,7.4,4.47
23364,0.23,Ideal,E,VS2,62.6,57,423,3.88,3.92,2.44
22806,1.53,Premium,H,VS2,59.9,60,10827,7.5,7.46,4.48
5476,1.02,Fair,E,SI2,65.3,59,3838,6.28,6.22,4.08
16815,1.21,Very Good,F,SI1,59.4,56,6708,6.95,7,4.14
13695,1,Very Good,G,VS2,63.3,60,5600,6.37,6.29,4.01
17225,1.22,Ideal,I,VS1,62.6,57,6887,6.8,6.76,4.24
30511,0.31,Premium,D,SI1,62.1,58,732,4.33,4.3,2.68
35540,0.34,Ideal,F,VVS1,61.4,55,906,4.53,4.56,2.79
5371,0.3,Very Good,D,SI2,63.2,57,574,4.24,4.21,2.67
21751,1.63,Ideal,J,VS1,61.8,56,9819,7.53,7.58,4.67
35531,0.32,Ideal,G,IF,61.5,55,905,4.4,4.42,2.71
14428,0.91,Very Good,D,VS2,59.6,58,5825,6.32,6.34,3.77
21656,1.22,Premium,D,VS2,59.4,59,9756,6.99,6.92,4.13
7238,0.9,Premium,G,VS2,61.3,59,4194,6.21,6.15,3.79
43547,0.53,Premium,F,SI1,62,59,1428,5.23,5.16,3.22
38044,0.5,Ideal,G,SI2,61.2,56,1011,5.13,5.17,3.15
32206,0.35,Premium,E,SI1,61.9,58,788,4.52,4.49,2.79
17442,1.01,Very Good,E,VS1,62,57,6996,6.46,6.38,3.98
47586,0.58,Ideal,H,VS2,61.8,55,1876,5.36,5.39,3.32
51536,0.81,Ideal,I,SI2,61.7,59,2386,5.92,6,3.68
50763,0.75,Very Good,I,SI1,63.7,56,2300,5.73,5.77,3.66
27798,0.37,Premium,G,VS2,60.1,59,649,4.64,4.68,2.8
23985,1.56,Ideal,H,VS2,60.7,57,12146,7.49,7.53,4.56
36202,0.43,Good,F,VS1,57.9,61,931,4.99,5.03,2.9
49027,0.59,Good,J,IF,63.7,59,2053,5.3,5.28,3.37
15439,1.05,Premium,G,VS2,61.8,58,6181,6.59,6.52,4.05
15201,1.15,Ideal,H,SI1,62.4,54,6106,6.71,6.76,4.2
41101,0.5,Good,I,VS1,61.2,61,1193,5.03,5.06,3.09
51000,0.31,Good,E,VS2,63.4,55,544,4.32,4.35,2.75
51683,0.74,Premium,G,SI2,63,56,2398,5.77,5.75,3.63
19947,2.34,Premium,I,I1,61.5,60,8491,8.47,8.43,5.2
16577,1.04,Ideal,H,VVS2,62.2,55,6619,6.48,6.52,4.04
30173,0.3,Ideal,E,VVS2,62,55,721,4.31,4.34,2.68
46712,0.59,Ideal,E,SI1,60.7,56,1793,5.45,5.49,3.32
43280,0.3,Premium,G,SI2,62.3,59,506,4.29,4.25,2.66
7926,1.04,Premium,H,SI1,62.1,56,4316,6.48,6.41,4.01
31922,0.3,Very Good,G,VS1,63.1,58,776,4.28,4.24,2.69
28561,0.3,Very Good,H,VS1,63.3,56,675,4.3,4.26,2.71
28226,0.33,Good,G,VS1,63.1,57,666,4.38,4.4,2.77
53110,0.7,Ideal,E,VS2,62.2,55,2616,5.72,5.69,3.55
6499,0.93,Premium,G,SI1,61,59,4062,6.34,6.28,3.85
46205,0.5,Very Good,D,VS1,62,56,1750,5.09,5.11,3.16
39594,0.4,Ideal,G,SI1,60.1,56,1084,4.8,4.85,2.9
48343,0.58,Ideal,H,VVS1,62.1,53.6,1961,5.35,5.38,3.34
38183,0.41,Ideal,D,SI1,60.3,57,1015,4.86,4.82,2.92
9345,1.03,Good,J,VS1,60.1,62.4,4582,6.43,6.49,3.88
46206,0.6,Very Good,D,SI1,62.2,58,1750,5.4,5.44,3.37
39864,0.55,Ideal,J,SI1,61,56,1101,5.31,5.34,3.25
4782,0.74,Ideal,F,VS1,62,54,3694,5.85,5.81,3.62
21665,1.25,Ideal,F,VS1,62,55,9761,6.95,6.91,4.3
13191,0.92,Very Good,E,VS1,60.9,61,5453,6.22,6.25,3.8
10626,1,Very Good,H,SI1,62.8,56,4830,6.33,6.37,3.99
10441,1.09,Premium,I,VS1,62.3,54,4786,6.65,6.61,4.13
22138,1.53,Ideal,I,VS1,60.2,60,10171,7.51,7.48,4.51
50138,0.7,Premium,F,SI2,61.8,60,2213,5.65,5.71,3.51
10906,1.01,Ideal,I,VS2,61.3,53,4887,6.52,6.54,4
52654,0.72,Ideal,G,SI1,61.4,54,2548,5.79,5.81,3.56
41566,0.51,Very Good,D,SI1,63.4,59,1237,5.07,5.02,3.2
46016,0.53,Premium,E,VS2,58.3,62,1727,5.31,5.26,3.08
39162,0.35,Premium,E,VS1,62.3,60,1063,4.52,4.5,2.81
14730,0.3,Very Good,F,VS2,62.9,57,605,4.27,4.29,2.69
36061,0.31,Ideal,G,IF,61,56,924,4.37,4.38,2.67
26982,2.12,Ideal,I,VS2,62.7,56,17068,8.16,8.24,5.14
13040,0.36,Ideal,F,SI1,61.5,56,600,4.59,4.62,2.83
41226,0.43,Ideal,G,VVS1,60.5,57,1207,4.86,4.92,2.96
29134,0.33,Very Good,G,VVS2,61.4,55,692,4.46,4.5,2.75
21691,0.34,Premium,I,VVS1,62.4,59,626,4.4,4.44,2.76
49007,0.53,Ideal,G,VVS2,61.7,56,2051,5.23,5.2,3.22
9274,1.07,Ideal,E,SI2,61.6,55,4564,6.62,6.59,4.07
50205,0.8,Premium,J,SI1,60.1,57,2227,6.03,5.98,3.61
51405,0.71,Very Good,F,SI1,63.7,56,2370,5.63,5.67,3.6
44622,0.57,Ideal,E,SI1,61.9,56,1608,5.32,5.35,3.3
36460,0.31,Ideal,D,VS2,62.7,55,942,4.34,4.31,2.71
13170,1,Premium,E,SI1,61.9,60,5445,6.37,6.46,3.97
27322,2.01,Ideal,E,SI2,62.2,57,17849,8.09,8.04,5.02
257,0.64,Ideal,G,IF,61.3,56,2790,5.54,5.58,3.41
52405,0.6,Good,E,VVS2,64.2,55,2511,5.31,5.34,3.42
20084,1.13,Very Good,D,VS2,62.9,58,8561,6.59,6.63,4.16
28150,0.3,Ideal,G,VVS2,62.4,57,665,4.27,4.29,2.67
13817,1.09,Premium,E,SI1,62.5,59,5628,6.58,6.53,4.1
46576,1,Fair,J,I1,65,59,1784,6.27,6.17,4.05
46996,0.54,Ideal,D,VS2,61.9,55,1817,5.23,5.24,3.24
35056,0.47,Ideal,I,VS2,62.1,53,884,4.99,5.02,3.11
25573,2.05,Premium,J,VS1,60.1,58,14411,8.19,8.25,4.94
46949,0.52,Ideal,E,VS2,62.6,57,1815,5.17,5.09,3.21
20590,1.71,Very Good,I,SI2,62.7,58,8896,7.59,7.54,4.74
21549,1.09,Ideal,D,VS1,62.3,56,9650,6.63,6.59,4.12
22641,1.51,Premium,G,SI1,62.2,58,10688,7.3,7.26,4.53
1432,0.77,Ideal,D,SI2,60.6,56,2973,5.9,5.95,3.59
28947,0.3,Ideal,G,VVS2,60.6,57,684,4.33,4.35,2.63
20648,1.52,Fair,F,SI2,56.3,64,8938,7.68,7.62,4.31
35409,0.32,Premium,E,VS2,60.5,55,900,4.49,4.43,2.7
27746,2,Very Good,H,SI1,62.8,57,18803,7.95,8,5.01
34855,0.3,Premium,G,VVS2,62.2,59,878,4.31,4.28,2.67
5705,0.3,Premium,D,SI2,61,61,574,4.31,4.25,2.61
45081,0.57,Premium,E,VS2,62.5,55,1645,5.33,5.27,3.31
49271,0.64,Ideal,E,SI1,62,56,2089,5.57,5.53,3.44
37594,0.24,Very Good,E,VVS2,58.9,63,485,4.05,4.07,2.39
1378,0.7,Very Good,E,VS1,61.5,56,2967,5.69,5.75,3.52
3598,0.76,Ideal,H,VS1,61.6,56,3424,5.85,5.9,3.62
18202,1.52,Fair,H,SI2,64.9,58,7388,7.23,7.19,4.68
9185,1.1,Very Good,J,VS1,60.9,59,4545,6.65,6.74,4.08
24019,1.15,Ideal,E,VVS2,61.5,57,12193,6.72,6.75,4.14
40954,0.42,Ideal,G,VVS1,61.6,55,1179,4.81,4.87,2.98
41232,0.43,Ideal,D,VS1,62.1,55,1207,4.83,4.86,3.01
11721,0.34,Ideal,G,VS2,62.2,57,596,4.44,4.47,2.77
26878,1.4,Ideal,F,VVS1,61.9,57,16808,7.2,7.14,4.44
29387,0.31,Very Good,E,SI1,63.4,55,698,4.33,4.31,2.74
7422,1.02,Premium,I,SI1,62.7,58,4227,6.44,6.41,4.03
13211,1.13,Ideal,E,SI2,62.2,56,5457,6.7,6.66,4.16
51902,0.66,Premium,E,VS1,60.8,59,2433,5.58,5.6,3.4
6902,0.82,Very Good,E,VS2,62.8,59,4135,5.92,5.93,3.72
47266,0.65,Good,F,SI1,58.1,61,1843,5.66,5.74,3.31
29617,0.3,Ideal,J,VVS2,62.3,58,439,4.26,4.28,2.66
33967,0.32,Ideal,E,VS2,61.3,55,846,4.41,4.43,2.71
10237,1.03,Very Good,G,SI1,61,58,4746,6.5,6.54,3.98
39823,0.3,Premium,E,IF,60.1,60,1097,4.32,4.3,2.59
53218,0.72,Good,H,VS1,60,61.2,2637,5.74,5.83,3.47
18609,1,Premium,G,VVS2,59.5,61,7589,6.46,6.42,3.83
11132,1.26,Ideal,E,SI2,62.4,57,4939,6.91,6.85,4.29
15974,1.51,Good,J,SI1,64.1,61,6394,7.16,7.19,4.6
1595,0.8,Ideal,D,SI1,62.2,57,3011,5.89,5.85,3.65
20251,1.51,Fair,G,SI1,65,59,8681,6.99,7.07,4.57
29204,0.44,Good,J,VS1,63.1,57,694,4.83,4.87,3.06
24757,1.54,Ideal,G,VS2,62,55.6,13110,7.35,7.44,4.59
31764,0.35,Ideal,H,VVS1,60.9,57,773,4.55,4.58,2.78
18128,1.04,Ideal,F,VS1,63,56,7338,6.5,6.45,4.08
28362,0.4,Ideal,I,VS2,62.2,55,667,4.73,4.75,2.95
11051,0.28,Very Good,F,VVS2,61.8,60,596,4.16,4.19,2.58
14781,1.03,Very Good,D,SI1,61.2,54,5948,6.53,6.61,4.02
27253,1.34,Premium,E,IF,61.8,58,17663,7.15,7.08,4.4
52530,0.76,Very Good,E,SI2,62,54,2530,5.84,5.91,3.64
5817,0.8,Ideal,F,VS2,61.3,55,3913,5.98,6,3.67
7741,0.97,Ideal,J,VS1,61.3,57,4278,6.37,6.41,3.92
20586,1.06,Ideal,D,VS1,61.7,55,8893,6.53,6.57,4.04
16237,1.51,Premium,E,I1,59,62,6494,7.41,7.36,4.36
33338,0.41,Ideal,G,VS2,61.4,54,827,4.77,4.84,2.95
39841,0.5,Good,E,SI2,58.2,59,1098,5.24,5.27,3.06
11250,1.21,Ideal,J,SI1,61.9,57,4968,6.84,6.89,4.25
5423,1.01,Good,J,VS1,63.2,62,3823,6.29,6.33,3.99
25623,1.04,Ideal,D,IF,61.8,57,14494,6.49,6.52,4.02
21993,1.07,Ideal,F,VVS2,62.3,57,10061,6.56,6.58,4.09
24339,1.5,Fair,D,VS2,65.4,53,12606,7.12,7.1,4.65
16417,1.03,Ideal,G,VS2,61.8,56,6557,6.47,6.5,4.01
42245,0.52,Ideal,D,SI2,61.7,55,1292,5.17,5.2,3.2
1489,0.76,Ideal,I,IF,61.6,55,2988,5.92,5.89,3.64
13838,0.87,Ideal,F,VS1,62,55,5640,6.1,6.13,3.79
15845,0.81,Ideal,F,IF,61.5,55,6338,5.98,6.05,3.7
19732,1.24,Ideal,H,VS1,61.6,56,8299,6.88,6.91,4.25
28647,0.29,Ideal,J,VS1,61.8,56,435,4.23,4.26,2.62
3904,0.73,Very Good,E,VS1,61.5,57,3492,5.78,5.83,3.57
10736,0.33,Premium,I,VS2,62.6,58,594,4.42,4.34,2.74
9439,0.9,Very Good,H,VVS2,63.7,57,4592,6.09,6.02,3.86
51095,0.7,Good,I,VVS2,59.7,59,2335,5.73,5.77,3.43
3847,0.84,Ideal,I,VS2,61.7,55,3475,6.07,6.11,3.76
41306,0.38,Ideal,F,IF,60.7,57,1212,4.69,4.73,2.86
47564,0.51,Very Good,G,VVS2,61.7,58,1875,5.13,5.18,3.18
4781,0.97,Ideal,H,SI2,61.6,55,3694,6.37,6.32,3.91
35972,0.4,Premium,F,SI1,61.7,62,920,4.76,4.71,2.92
48917,0.54,Ideal,E,VS1,62,56,2041,5.25,5.17,3.23
29525,0.38,Ideal,I,VS1,61.7,55.4,703,4.67,4.7,2.89
17515,1.25,Ideal,I,VS1,61.4,58,7042,6.89,6.93,4.24
20477,1.52,Fair,H,SI1,61.2,60,8818,7.39,7.29,4.49
6917,0.9,Premium,G,VS2,62,60,4137,6.19,6.14,3.82
15242,1.07,Very Good,E,VS2,62.5,57,6120,6.53,6.6,4.1
19352,0.31,Ideal,E,VS2,61.8,56,622,4.35,4.37,2.69
19229,1.05,Ideal,D,VS2,61.7,59,7965,6.5,6.53,4.02
45588,0.57,Premium,F,VS1,59.9,59,1689,5.35,5.4,3.22
48796,0.73,Good,F,SI2,63.4,55,2023,5.71,5.75,3.63
26438,2.02,Ideal,H,SI2,63,57,15974,8.01,8.06,5.06
49201,0.72,Very Good,G,SI2,62.5,56,2079,5.68,5.71,3.56
51214,0.7,Ideal,G,SI1,61.9,57,2352,5.69,5.65,3.51
27672,1.42,Ideal,F,VVS1,60.8,56,18682,7.25,7.32,4.43
35370,0.41,Premium,G,VS1,62.5,59,899,4.73,4.77,2.97
197,0.7,Premium,E,SI1,61,57,2777,5.73,5.68,3.48
33820,0.32,Ideal,E,VVS2,60.8,57,842,4.42,4.46,2.7
9092,0.91,Good,E,SI1,60.2,60,4523,6.17,6.26,3.74
42187,0.5,Very Good,G,SI1,60,63,1286,5.1,5.06,3.05
21349,1.73,Premium,F,SI2,62.4,60,9494,7.6,7.55,4.73
52257,0.71,Very Good,E,SI1,58.7,61,2489,5.83,5.86,3.43
38680,0.3,Ideal,D,VVS2,61.5,55,1041,4.34,4.38,2.68
43255,0.42,Ideal,G,IF,62.1,56,1400,4.8,4.83,2.99
30240,0.33,Ideal,E,VS2,62.3,57,723,4.37,4.43,2.74
34845,0.3,Premium,G,VVS2,61,60,878,4.32,4.3,2.63
1433,0.7,Ideal,E,VS1,60.5,56,2973,5.74,5.79,3.49
40894,0.51,Ideal,E,SI2,62.7,53,1177,5.09,5.12,3.2
44501,0.6,Good,F,SI1,57.1,61,1599,5.68,5.57,3.21
1384,0.3,Very Good,H,VVS2,62,56,559,4.28,4.3,2.66
3985,0.9,Good,G,SI1,63.9,60,3512,6.1,6.07,3.89
29824,0.3,Premium,D,SI1,61.3,60,709,4.32,4.26,2.63
34329,0.33,Ideal,G,IF,62.7,56,861,4.39,4.44,2.77
51176,0.73,Premium,F,SI1,61.6,62,2346,5.76,5.71,3.53
43564,0.51,Ideal,F,VS2,62.5,53,1431,5.12,5.15,3.21
52811,0.71,Premium,I,VVS1,63,58,2572,5.68,5.66,3.57
42860,0.54,Premium,E,SI1,59.5,61,1356,5.31,5.28,3.15
42652,0.4,Ideal,G,IF,61.4,55,1333,4.76,4.79,2.93
20436,1.5,Very Good,H,SI1,61.5,62,8791,7.24,7.3,4.47
39680,0.42,Ideal,H,VS1,61.4,56,1087,4.85,4.82,2.97
36732,0.32,Premium,G,IF,59.4,59,954,4.48,4.51,2.67
26017,0.3,Very Good,D,VS1,63,56,645,4.27,4.33,2.71
19440,1.54,Ideal,I,SI2,60.3,59,8092,7.43,7.46,4.49
22149,2.01,Good,I,SI1,64.1,60,10184,7.92,7.88,5.06
28552,0.3,Ideal,H,VS1,62.9,54,675,4.31,4.28,2.7
8702,0.3,Very Good,G,VS1,62.1,55,585,4.28,4.31,2.67
51047,0.7,Very Good,H,VS2,61.6,55,2330,5.71,5.75,3.53
20506,1.51,Premium,E,SI1,63,58,8836,7.4,7.27,4.62
53705,0.51,Ideal,D,VVS2,61.3,57,2718,5.14,5.17,3.16
20100,1.25,Very Good,G,VS2,63.5,60,8575,6.74,6.64,4.25
29814,0.3,Premium,D,SI1,62.5,59,709,4.28,4.26,2.67
51759,0.65,Good,F,VS1,61.7,60.3,2406,5.53,5.57,3.42
45138,0.53,Ideal,I,IF,62.1,55,1654,5.18,5.22,3.23
53393,0.77,Good,D,SI2,63.8,58,2665,5.81,5.78,3.7
30813,0.38,Ideal,G,VS2,61.6,55,743,4.67,4.71,2.89
24792,1.51,Ideal,G,VS2,62.2,59,13163,7.28,7.34,4.55
14007,1.2,Ideal,I,VS2,63.2,59,5699,6.73,6.68,4.24
8884,1.01,Ideal,J,VS2,61.3,57,4486,6.47,6.54,3.99
37809,0.35,Ideal,G,IF,61.7,55,1001,4.52,4.55,2.8
903,0.72,Very Good,H,VS1,62.2,54,2877,5.74,5.76,3.57
13289,1,Premium,D,SI1,62.1,61,5488,6.32,6.3,3.92
22438,1.54,Premium,H,SI1,62.2,58,10466,7.45,7.32,4.59
32277,0.36,Ideal,F,VS1,62.5,57,789,4.53,4.56,2.84
11029,1.07,Ideal,H,SI1,62,57,4918,6.56,6.51,4.05
21675,1.7,Premium,G,SI1,62.4,59,9777,7.63,7.57,4.74
6066,1.01,Very Good,G,SI2,63,58,3966,6.29,6.34,3.98
39611,0.3,Very Good,H,VS1,62.4,60,491,4.23,4.29,2.66
22444,1.6,Ideal,F,SI2,61.7,56,10472,7.5,7.53,4.64
51097,0.71,Very Good,G,VS2,62.3,63,2335,5.7,5.64,3.53
46297,0.3,Premium,I,VVS2,61,60,526,4.3,4.36,2.64
1850,0.7,Ideal,F,VS2,61.4,56,3064,5.72,5.75,3.52
20243,1.13,Ideal,F,VS1,61.1,56,8674,6.7,6.79,4.12
34525,0.33,Very Good,G,VVS1,61.4,60,868,4.39,4.44,2.71
14045,0.41,Ideal,G,SI2,61.3,56,605,4.78,4.81,2.94
19845,1.23,Very Good,H,VVS1,62.5,58,8405,6.77,6.82,4.25
5719,0.25,Very Good,E,VVS2,62.1,58,575,4.03,4.06,2.51
